4.202587,2.995342,3.0770235,3.7037835,3.9690515,2.9728175,2.859759,2.9042685,2.728617,2.619535,2.8741535,2.571757,2.5265025
2.995342,4.416193,4.9359115,3.3170005,4.0041335,3.035223,3.0070805,2.849955,2.901597,2.695841,2.9538295,2.653473,2.5980465
3.0770235,4.9359115,4.745252,3.7449535,4.5318205,2.9357415,2.931481,3.00761,2.879071,2.77057,3.026825,2.7218275,2.675355
3.7037835,3.3170005,3.7449535,4.6127845,4.97937,3.20382,2.863081,2.962773,2.919162,2.6818675,2.939011,2.644069,2.5922285
3.9690515,4.0041335,4.5318205,4.97937,6.977113,5.1917265,4.687025,4.1460105,4.1364085,5.4335225,5.696393,5.3905055,5.330928
2.9728175,3.035223,2.9357415,3.20382,5.1917265,5.091953,4.1486735,3.768914,4.546403,2.564433,2.807509,2.5047305,2.4573075
2.859759,3.0070805,2.931481,2.863081,4.687025,4.1486735,5.066255,5.6649425,3.3347215,2.5285715,2.809681,2.509459,2.4680325
2.9042685,2.849955,3.00761,2.962773,4.1460105,3.768914,5.6649425,4.655608,3.775392,3.0511585,2.7619545,2.4922565,2.450237
2.728617,2.901597,2.879071,2.919162,4.1364085,4.546403,3.3347215,3.775392,4.5919155,3.4881135,3.2099475,2.432497,2.419026
2.619535,2.695841,2.77057,2.6818675,5.4335225,2.564433,2.5285715,3.0511585,3.4881135,4.1842055,3.5849405,2.736965,2.198975
2.8741535,2.9538295,3.026825,2.939011,5.696393,2.807509,2.809681,2.7619545,3.2099475,3.5849405,4.689911,3.544484,2.998608
2.571757,2.653473,2.7218275,2.644069,5.3905055,2.5047305,2.509459,2.4922565,2.432497,2.736965,3.544484,4.075652,2.6758285
2.5265025,2.5980465,2.675355,2.5922285,5.330928,2.4573075,2.4680325,2.450237,2.419026,2.198975,2.998608,2.6758285,3.968822
