3.7782695,2.5780995,2.651795,3.230159,3.4373215,2.3900485,2.368595,2.4006895,2.1759755,2.1617115,2.4233795,2.130716,2.0848325
2.5780995,4.032132,4.477797,2.882439,3.491854,2.498402,2.4976765,2.383876,2.402826,2.2711015,2.5346485,2.242241,2.1938515
2.651795,4.477797,4.276805,3.221342,4.020342,2.389401,2.4067475,2.5436965,2.367356,2.297839,2.5667695,2.271002,2.2252815
3.230159,2.882439,3.221342,4.1753075,4.4095565,2.594014,2.401208,2.517036,2.3931805,2.23811,2.500517,2.2108055,2.1643205
3.4373215,3.491854,4.020342,4.4095565,6.4395685,4.5777195,4.0983225,3.6194985,3.5561255,4.9361535,5.208519,4.9086275,4.848641
2.3900485,2.498402,2.389401,2.594014,4.5777195,4.480838,3.449516,3.172298,3.9836755,2.01157,2.2610555,1.964093,1.921516
2.368595,2.4976765,2.4067475,2.401208,4.0983225,3.449516,4.561072,5.1063165,2.7112985,2.021798,2.305527,2.01559,1.9728235
2.4006895,2.383876,2.5436965,2.517036,3.6194985,3.172298,5.1063165,4.2023865,3.166599,2.5070915,2.2907255,2.0251405,1.983894
2.1759755,2.402826,2.367356,2.3931805,3.5561255,3.9836755,2.7112985,3.166599,3.996979,2.896505,2.6494145,1.9025485,1.8867395
2.1617115,2.2711015,2.297839,2.23811,4.9361535,2.01157,2.021798,2.5070915,2.896505,3.701522,3.0206325,2.2420335,1.731526
2.4233795,2.5346485,2.5667695,2.500517,5.208519,2.2610555,2.305527,2.2907255,2.6494145,3.0206325,4.223693,3.0303865,2.511454
2.130716,2.242241,2.271002,2.2108055,4.9086275,1.964093,2.01559,2.0251405,1.9025485,2.2420335,3.0303865,3.6263845,2.1978455
2.0848325,2.1938515,2.2252815,2.1643205,4.848641,1.921516,1.9728235,1.983894,1.8867395,1.731526,2.511454,2.1978455,3.524953
