4.199756,2.987438,3.07428,3.710118,3.965968,2.970514,2.857364,2.90946,2.735678,2.622158,2.874526,2.567336,2.521422
2.987438,4.407508,4.938154,3.317954,4.005762,3.04089,3.01159,2.853526,2.902808,2.698524,2.95287,2.652964,2.603496
3.07428,4.938154,4.754432,3.742806,4.53028,2.942374,2.930634,3.000748,2.877016,2.771054,3.031912,2.727704,2.677456
3.710118,3.317954,3.742806,4.617784,4.990392,3.204952,2.86734,2.955232,2.915552,2.685966,2.942096,2.641712,2.592606
3.965968,4.005762,4.53028,4.990392,6.966822,5.184772,4.689732,4.138972,4.128614,5.430736,5.699012,5.39068,5.33098
2.970514,3.04089,2.942374,3.204952,5.184772,5.089682,4.152122,3.76453,4.551154,2.553538,2.807108,2.504176,2.459386
2.857364,3.01159,2.930634,2.86734,4.689732,4.152122,5.067544,5.663706,3.332546,2.533082,2.805882,2.51288,2.46469
2.90946,2.853526,3.000748,2.955232,4.138972,3.76453,5.663706,4.649326,3.771406,3.041492,2.756384,2.496144,2.451404
2.735678,2.902808,2.877016,2.915552,4.128614,4.551154,3.332546,3.771406,4.58955,3.485746,3.209374,2.436814,2.42653
2.622158,2.698524,2.771054,2.685966,5.430736,2.553538,2.533082,3.041492,3.485746,4.19218,3.582204,2.73668,2.195948
2.874526,2.95287,3.031912,2.942096,5.699012,2.807108,2.805882,2.756384,3.209374,3.582204,4.683944,3.54025,3.003866
2.567336,2.652964,2.727704,2.641712,5.39068,2.504176,2.51288,2.496144,2.436814,2.73668,3.54025,4.07484,2.677252
2.521422,2.603496,2.677456,2.592606,5.33098,2.459386,2.46469,2.451404,2.42653,2.195948,3.003866,2.677252,3.962846
